Муниципалитет;Полное наименование;ОГРН;ИНН;КПП;ПФР;ОКПО;ОКОГУ;ОКФС;ОКОПФ;Индекс;Область;Район;Населённый пункт;Район города;Улица;Дом;Телефон;E-mail;Расчётный счёт;В банке;БИК;Директор (ФИО, им.падеж);Директор (ФИО, род.падеж);Действует на основании (род.падеж);Отв. за заказ (ФИО);Отв. за заказ (Должность);Отв. за заказ (Телефон);Администратор школы;Лицевой счет в банке;Статус школы;ID
228;Комитет образования администрации муниципального района «Газимуро-Заводский район»;1,03E+12;7504000852;750401001;;;;;;673630;191;Газимуро-Заводский район;;;;;3023321788;smislovatm@mail.ru;4,07E+19;РКЦ Газимурский Завод;;;;;;;;;3003000040;1;483
228;МБОУ Батаканская СОШ;1,03E+12;7504001461;750401001;;;;;;673642;191;Газимуро-Заводский район;с. Батакан;;ул. Центральная;30;30247нет;olgagarbunova_1982_18.10@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004900;1;111
228;МБОУ Зеренская ООШ;1,03E+12;7504001398;750401001;;;;;;673642;191;Газимуро-Заводский район;с. Зерен;;ул. Школьная;19;30247нет;zeren-sosh@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004970;1;116
228;МБОУ Тайнинская ООШ;1,03E+12;7504001479;750401001;;;;;;673633;191;Газимуро-Заводский район;с. Тайна;; ул. Центральная;27;3,02E+15;taina.school@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004980;1;114
228;МБОУ Солонечнинская СОШ;1,03E+12;7504001415;750401001;;;;;;673635;191;Газимуро-Заводский район;с. Солонечный;;ул. Мира;60;3024724125;Irina-Soloveva-84@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004930;1;109
228;МБОУ Ушмунская СОШ;1027500744;75040014;750401001;;;;;;673640;191;Газимуро-Заводский район;с. Ушмун;; ул. Первая Заречная;10;3024727334;alla0984@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;39130049;1;110
228;МБОУ Газимуро-Заводская СОШ;1,03E+12;7504001408;750401001;;;;;;673630;191;Газимуро-Заводский район;с. Газимурский Завод;;ул. Волкова;1;3024721252;gazzavod-school@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004890;1;107
228;МБОУ Будюмканская ООШ;1,03E+12;7504001493;750401001;;;;;;673646;191;Газимуро-Заводский район;с. Будюмкан;;ул. Школьная;6;302478(30247)21788;voitseva@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004950;1;121
228;МБОУ Буруканская ООШ;1,03E+12;7504001422;750401001;;;;;;673641;191;Газимуро-Заводский район;с. Бурукан;;ул. Школьная;7;30247нет;lybov_astafeva@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3003000040;1;115
228;МБОУ Кактолгинская СОШ;1,03E+12;7504001447;750401001;;;;;;673646;191;Газимуро-Заводский район;с. Кактолга;;ул. Школьная;1;30247нет;kaktolga@yandex.ru;4,07E+19;Отдел №7 УФК по Забайкальскому краю;;;;;;;;;20916Ч97250;1;112
228;МБОУ Трубачевская ООШ;1,03E+12;7504001430;750401001;;;;;;673645;191;Газимуро-Заводский район;с. Трубачево;;ул. Центральная;24;3024721783;sho_trub.gazz@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004960;1;113
228;МБОУ Широкинская СОШ;1,03E+12;7504001486;750401001;;;;;;673634;191;Газимуро-Заводский район;п. Новоширокинский;;;35;3024723162 (23149 каб. бухгалтера);shs_shir.gazz@zabedu.ru;4,02E+19;Отдел №7 по Газимуро-Заводскому району Управления федерального казначейства по Забайкальскому краю;;;;;;;;;20916Ч96250;1;108
229;Отдел образования администрации городского округа ЗАТО п. Горный;1,03E+12;7533000776;753301001;;;;;;672900;192;Горный (городской округ ЗАТО пос.);п. Горный;;ул. Молодежная;34;3024746566;ludan59@list.ru  ;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913015390;1;504
229;МОУ «СОШ №1» п. Горный;1,03E+12;7533000543;753301001;;;;;;672900;192;Горный (городской округ ЗАТО пос.);п. Горный;;ул. Молодежная;33;3025746174;school_chita46@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913028010;1;73
229;МОУ «СОШ №2» п. Горный;1,03E+12;7533000550;753301001;;;;;;672901;192;Горный (городской округ ЗАТО пос.);п. Горный;;ул. Таежная;;3025757961;chita-47@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913015420;1;74
230;Отдел образования комитета по социальной политике администрации муниципального района «Дульдургинский район» ;1,07E+12;8002002632;800201001;;;;;;687200;185;Дульдургинский район;с. Дульдурга;;ул. Советская;26;3023821106;Rmk_Aginskoe@mail.ru;;Отделение по Агинскому Бурятскому округу Управления Федерального казначейства по Забайкальскому краю;;;;;;;;;3913010060;1;512
230;МБОУ Алханайская СОШ;1,07E+12;8002002671;800201001;;;;;;687211;193;Дульдургинский район;с.Алханай;;ул.Далаева;15;3025636110;shs_alh.duld@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913009600;1;595
230;МБОУ Бальзинская СОШ;1,07E+12;8002002706;800201001;;;;;;687212;193;Дульдургинский район;с. Бальзино;;ул. Школьная;1;3025638174;balzshool@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913010240;1;593
230;МБОУ Дульдургинская СОШ;1,07E+12;8002002840;800201001;;;;;;687200;193;Дульдургинский район;с. Дульдурга;;ул. Комсомольская;34;3025621293;duldsoch@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913010350;1;594
230;МБОУ Таптанайская СОШ;1,07E+12;8002002777;800201001;;;;;;687214;193;Дульдургинский район;с. Таптанай;; ул. Калинина;54а;3025639116;taptan1909@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913009960;1;588
230;МБОУ Токчинская СОШ;1,07E+12;8002002784;800201001;;;;;;687217;193;Дульдургинский район;с. Токчин;;ул. Ленина;17;3025633144;tokchin-school@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;20916Ч57020;1;589
230;МБОУ Узонская СОШ;1,07E+12;8002002752;800201001;;;;;;687215;193;Дульдургинский район;с. Узон;;ул. Октябрьская;56;3025637139;uzonschool@mail.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч36530;1;590
230;МБОУ Чиндалейская СОШ;1,07E+12;8002002760;800201001;;;;;;687216;193;Дульдургинский район;с. Чиндалей;;ул. Балданжабона;2;3025631119, 8-914-358-6626;chindaley@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913009560;1;586
230;МБОУ Ара-Илинская ООШ;1,07E+12;8002002791;800201001;;;;;;687213;193;Дульдургинский район;с. Ара-Иля;;ул. Советская;3;3025621900 (администрация) 8-3919-872270;aioosh@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913009670;1;587
230;МБОУ «Илинская ООШ»;1,07E+12;8002002907;800201001;;;;;;687210;193;Дульдургинский район;с. Иля;;ул. Новая;27;3025635519;ilinskayashcola@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913010030;1;591
230;МБОУ «Дульдургинская открытая (сменная) общеобразовательная школа»;1,07E+12;8002002696;800201001;;;;;;687200;193;Дульдургинский район;с. Дульдурга;;ул. Гагарина;43;3025621297;Duldvecherka@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;20916Ц94920;1;592
230;МБОУ «Зуткулейская СОШ»;1,07E+12;8002002745;800201001;;;;;;687218;193;Дульдургинский район;с. Зуткулей;;ул. Ленина;38;30256321-74,;zhkola-zsosh2007@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913010290;1;735
230;МБОУ «Краснояровская начальная общеобразовательная школа»;1,07E+12;8002002914;800201001;;;;;;687212;193;Дульдургинский район;с. Красноярово;;ул. Школьная;7;302563-81-81, 8-924-296-2355;krasnoyarova123@pochta.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913017110;1;736
230;МБОУ «Дульдургинская СОШ № 2»;1,14E+12;8002004164;800201001;;;;;;687200;193;Дульдургинский район; с. Дульдурга;;ул. Школьная;1;302560;duld2zapad@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;20916Щ06000;1;1564
231;Управление образованием Администрации муниципального района «Забайкальский район»;1,03E+12;75050010;750501001;;;;;;674650;194;Забайкальский район; п. Забайкальск;;ул. Железнодорожная ;7;3025622933;ruozab@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;3913016570;1;484
231;МОУ Абагайтуйская СОШ № 7;1,03E+12;7505003133;750501001;;;;;;674661;194;Забайкальский район; с. Абагайтуй;;ул. Пограничная;7;302512-31-35 (школа);marja1972@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;20916Ц56030;1;445
231;МОУ Билитуйская СОШ;1,03E+12;7505003084;750501001;;;;;;674658;194;Забайкальский район;п. Билитуй;;пер.Степной;4;3025123419;moubilit-dir@rambler.ru;4,02E+19;отделение по Забайкальскогму району УФК по Забайкальскому краю ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;20916Ч78980;1;439
231;МОУ Даурская СОШ;1,03E+12;7505003045;750501001;;;;;;674660;194;Забайкальский район;с. Даурия;;здание;28;3025125401, 25126, 25314;dauriya4@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю. г Чита;;;;;;;;;3913016800;1;442
231;МОУ Красновеликанская ООШ;1,03E+12;7505003077;750501001;;;;;;674666;194;Забайкальский район;п. Красный Великан;;ул. Центральная;22;3025124149, 2-41-11;zabkrv@rambler.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;3913016830;1;447
231;МОУ Абагайтуйская ООШ № 5;1,03E+12;7505003101;750501001;;;;;;674662;194;Забайкальский район; Рудник Абагайтуй;;;;30251;abagooch5@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;3913016760;1;446
231;МАОУ СОШ № 1 п.г.т. Забайкальск;1,03E+12;7505003020;750501001;;;;;;674650;194;Забайкальский район;п. Забайкальск;;ул. Красноармейская;32а;302513-21-98 3-22-98;shk1-zab@yandex.ru;4,02E+19;ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;3913016810;1;443
231;МОУ СОШ № 2;1,03E+12;7505003091;750501001;;;;;;674650;194;Забайкальский район;п. Забайкальск;;ул. Красноармейская;53;3025121210, 21220;Schoolzab@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю. г Чита;;;;;;;;;3913016820;1;444
231;МОУ ООШ п.с.т.Степной;1,03E+12;7505003060;750501001;;;;;;674668;194;Забайкальский район;п.с.т. Степной;;ул. Новая;22;302512-71-45, 2-71-33 (администрация);bryzgalowa2015@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;20916Ч02960;1;440
231;МОУ Харанорская ООШ;1,03E+12;7505003119;750501001;;;;;;674657;194;Забайкальский район;с. Харанор;;;;30251;haranor39@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;3913016850;1;441
231;МОУ Арабатукская НОШ;1,03E+12;7505003408;750501001;;;;;;674666;194;Забайкальский район;с. Арабатук;;;;3025132102;arabatnoch@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г Чита;;;;;;;;;03913P08130;1;709
232;Отдел управления образованием комитета социального развития администрации МР «Каларский район»;1,03E+12;;;;;;;;674159;195;Каларский район;п. Новая Чара,;;ул. Магистральная;22;3025123587;rouo-kalar2007@yandex.ru;;;;;;;;;;;;1;485
232;МОУ Чарская СОШ №1;1,03E+12;7506000375;750601001;;;;;;674150;195;Каларский район;с. Чара;;ул. Советская;23;3026122725;school-01@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч 7581;1;138
232;МОУ Новочарская СОШ № 2;1,03E+12;7506000752;750601001;;;;;;674159;195;Каларский район;с. Новая Чара;;ул. Магистральная;2а;3026123983;MOY-NSOSH2@yandex.ru;4,07E+19;отделение г.Чита УФК по Забайкальскому краю;;;;;;;;;20916Ч75920;1;139
232;МОУ Икабьинская СОШ № 3;1,03E+12;7506003337;750601001;;;;;;674156;195;Каларский район;с. Икабья;;1-й мкр;11;3026176897;shs_ikab.kalr@zabedu.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916475870;1;140
232;МОУ Куандинская СОШИ № 4;1,03E+12;7506000689;750601001;;;;;;674170;195;Каларский район;п./ст. Куанда;;ул. Энтузиастов;4;3026125139;Kuanda-school4@mail.ru;4,07E+18;ГРКЦ ГУ Банк России по Забайкальскому краю г.Читы;;;;;;;;;20916Ч75860;1;141
233;Управление образования администрации МР «Калганский район»;1,03E+12;7507000554;750701001;;;;;;674340;196;Калганский район;с. Калга;;ул. 60 лет Октября;17;302618-(30-249)-4-11-51;rookalga@mail.ru  ;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008150;1;486
233;МОУ Чингильтуйская ООШ;1,03E+12;7507001460;750701001;;;;;;674349;196;Калганский район;с. Чингильтуй;;ул. Новая;17;3024948345;Chingiltui-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;423
233;МОУ Нижне-Калгуканская СОШ;1,03E+12;7507001533;750701001;;;;;;674342;196;Калганский район;с. Нижний-Калгукан;; ул. Журавлева;1;302498-924-371-1120;kalgukan@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч56020;1;421
233;МОУ Кадаинская СОШ;1,03E+12;7507001519;750701001;;;;;;674350;196;Калганский район;с. Кадая;;ул. Приаргунская;1;30249;Kadaia-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;417
233;МОУ Калганская СОШ;1,03E+12;7507001290;750701001;;;;;;674340;196;Калганский район;с. Калга;;ул. 60-лет Октября;7;3024941476;kalga-shcola@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;416
233;МОУ Доновская СОШ;1,03E+12;7507001477;750701001;;;;;;674355;196;Калганский район;с. Доно;; ул. Школьная;3;3024943315;Dono-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;418
233;МОУ Средне-Борзинская СОШ;1,03E+12;7507001491;750701001;;;;;;674357;196;Калганский район;с. Средняя Борзя;;ул. Центральная;4;3,02E+15;kseniya_konovalva_87@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;420
233;МОУ Чупровская ООШ;1,03E+12;7507001484;750701001;;;;;;674345;196;Калганский район;с. Чупрово;; ул. Школьная;12;302498(30249)4-12-09;Chuprovo-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;422
233;МОУ Буринская СОШ;1,03E+12;7507001445;750701001;;;;;;674344;196;Калганский район;с. Бура;; ул. Партизанская;14;3024941373;Bura-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;419
233;МОУ Верхне-Калгуканская НОШ;1,03E+12;7507001526;750701001;;;;;;674346;196;Калганский район;с. Верхний Калгукан;;переулок Гаражный;4;3024949-2-43;V-Kalgukan-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913008170;1;426
234;Комитет образования Карымского района;1,03E+12;7508002314;750801001;;;;;;673300;197;Карымский район;п.Карымское;;ул.Верхняя;35;3024931383;mouo.karm@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014150;1;487
234;МОУ ООШ с. Жимбира;1,03E+12;7508003533;750801001;;;;;;673325;197;Карымский район;с.Жимбира;;ул. Молодежная;2;3,02E+15;shimbira.2013@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014150;1;411
234;МОУ ООШ с. Кайдалово;2,05E+12;7508003300;750801001;;;;;;673332;197;Карымский район;с. Кайдалово;;ул. Новая;15;3023434406;Kaidalovo2008@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014150;1;407
234;МОУ СОШ с. Тыргетуй;1,03E+12;7508003318;750801001;;;;;;673327;197;Карымский район;с. Тыргетуй;;ул. Школьная;27;3023465229;tergetuyskola@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч84810;1;408
234;МОУ СОШ с. Нарын-Талача;1,03E+12;7508003572;750801001;;;;;;673336;197;Карымский район;с. Нарын-Талача;;ул. Школьная;1;3023436768;shs_nart.karm@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014150;1;414
234;МОУ СОШ № 46 с. Урульга;1,03E+12;7508003702;750801001;;;;;;673335;197;Карымский район;с. Урульга;;ул. Забелина;1;3023436844;urulgashkola@rambler.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч13700;1;401
234;МОУ СОШ п. Курорт-Дарасун;1,03E+12;7508004181;750801001;;;;;;673314;197;Карымский район;п. Курорт-Дарасун;;ул. Дорожная;25;302348(30234050261;scooldarasun@rambler.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч29120;1;406
234;МОУ СОШ № 1 п. Карымское;1,03E+12;7508003477;750801001;;;;;;673302;197;Карымский район; п. Карымское;;ул. Ленинградская;100;3023431277;Karimskay1@mail.ru;4,01E+19;ОТДЕЛЕНИЕ ЧИТА;;;;;;;;;20916Ч29090;1;397
234;МОУ СОШ № 2 п. Карымское;1,03E+12;7508003639;750801001;;;;;;673302;197;Карымский район; п. Карымское;; ул. Верхняя;344;3023431378;karimsk2@mail.ru;4,07E+19;отделение Чита Г.Чита;;;;;;;;;30916Ч67680;1;398
234;МОУ СОШ № 4 п. Карымское;1,03E+12;7508003646;750801001;;;;;;673300;197;Карымский район; п. Карымское;;ул. Ангарская;1;3023431116;Moy-coh@yandex.ru;4,01E+19;УФК по Забайкальскому краю г.Чита;;;;;;;;;20916Ч68760;1;399
234;МОУ СОШ № 5 п. Карымское;1,11E+12;7508006414;750801001;;;;;;673300;197;Карымский район; п. Карымское;;ул. Ленинградская;124;3023431782;karschool5@mail.ru;4,07E+19;Отделение Чита;;;;;;;;;20916Ч38480;1;400
234;МОУ ООШ № 5 п.Дарасун;1,03E+12;7508003325;750801001;;;;;;673310;197;Карымский район;п. Дарасун;;ул. Транспортная;1;3023471279;sho_dars_5.karm@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014220;1;403
234;МОУ СОШ № 1 п. Дарасун;1,03E+12;7508003389;750801001;;;;;;673311;197;Карымский район;п. Дарасун;;ул. Нагорная;49;3023471574;Darasuns1@rambler.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014250;1;402
234;МОУ СОШ № 3 п. Дарасун;1,03E+12;7508003614;750801001;;;;;;673310;197;Карымский район;п. Дарасун;;ул. Почтовая;6;3023471096, 71196;Schkola3_dar@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014270;1;405
234;МОУ ООШ с. Кадахта;1,03E+12;7508003558;750801001;;;;;;673315;197;Карымский район;с. Кадахта;;ул. Школьная;1;3023434539;kadakhtash@yandex.ru;4,02E+19;отделение г.Чита;;;;;;;;;3913031650;1;410
234;МОУ ООШ с. Маяки;1,03E+12;7508004167;750801001;;;;;;673331;197;Карымский район;с. Маяки;; ул. Никифорова;51;302348-914-482-8610;sho_maya.karm@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913014150;1;412
235;МАОУ Гимназия №9;1,04E+12;7530008833;753001001;;;;;;674673;198;Краснокаменский район;г. Краснокаменск ;;ул. Центральная;2;3023441570;Sh9_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913022850;1;469
235;МКОУ «Специальная коррекционная общеобразовательная школа №10» г. Краснокаменск;1,12E+12;7530013520;753001001;;;;;;674673;198;Краснокаменский район;г. Краснокаменск ;;ул. Центральная;8;3024526125;sh10_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю, г. Чита.;;;;;;;;3913031030;1;448
235;МБОУ Ковылинская СОШ;1,03E+12;7530009019;753001001;;;;;;674680;198;Краснокаменский район;п. Ковыли;;ул. Мира;28;3024558212;kvl_kr@mail.ru;;4,01E+19;"ОАО ""Сбербанк России"" г. Чита Читинское отделение №8600";;;;;;;;20916Ц94960;1;450
235;МБОУ «Богдановская ООШ»;1,03E+12;7530008939;753001001;;;;;;674687;198;Краснокаменский район;с. Богдановка;;ул. Школьная;2;3024553221;Bgd_kr@mail.ru;;4,01E+19;Отделение г. Чита;;;;;;;;нет;1;452
235;МБОУ Капцегайтуйская СОШ;1,03E+12;7530008960;753001001;;;;;;674686;198;Краснокаменский район;с. Капцегайтуй;;ул. Советская;1;3024552111;kpc_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010960;1;453
235;МБОУ Куйтунская ООШ;1,03E+12;7530008992;753001001;;;;;;674690;198;Краснокаменский район;п. Куйтун ;; ул. Советская;10;3024550130;ktn_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010960;1;455
235;МБОУ Маргуцекская СОШ;1,03E+12;7530009315;753001001;;;;;;674693;198;Краснокаменский район;с. Маргуцек ;; ул. Губина;26;3024559146;mrg_kr@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;20916Ч10860;1;456
235;МБОУ Соктуй-Милозанская ООШ;1,03E+12;7530008978;753001001;;;;;;674689;198;Краснокаменский район;с. Соктуй-Милозан ;;мкр.Юбилейный ;4;3024556223;skt_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010960;1;454
235;МАОУ СОШ № 1 г. Краснокаменск;1,03E+12;7530008752;753001001;;;;;;674673;198;Краснокаменский район;г. Краснокаменск ;;;112;3024525154;sh1_kr@mail.ru;;4,07E+19;Отделение сбербанка г.Чита;;;;;;;;30916Ш87780;1;461
235;МАОУ СОШ № 2 г. Краснокаменск;1,03E+12;7530008760;753001001;;;;;;674673;198;Краснокаменский район;г. Краснокаменск ;;;604;3024525280;School2kras@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;30916Ш88020;1;462
235;МАОУ СОШ № 3 г. Краснокаменск;1,03E+12;7530008777;753001001;;;;;;674676;198;Краснокаменский район;г. Краснокаменск;;3-й микрорайон;317;3024544890;shs_krsn_3.krkm@zabedu.ru;;4,07E+19;Отделение Чита г. Чита;;;;;;;;30916Ш88050;1;463
235;МАОУ СОШ № 4 г. Краснокаменск;1,03E+12;7530008784;753001001;;;;;;674674;198;Краснокаменский район;г. Краснокаменск ;;;222;3024525052;sh4_kr@mail.ru;;4,07E+19;Банк Отделение Чита. г. Чита;;;;;;;;30916Ш90400;1;464
235;МАОУ СОШ № 5 г. Краснокаменск;1,03E+12;7530008791;753001001;;;;;;674676;198;Краснокаменский район;г. Краснокаменск ;;;413;3024545033;sh5_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913013230;1;465
235;МАОУ СОШ № 6 г. Краснокаменск;1,03E+12;7530008801;753001001;;;;;;674676;198;Краснокаменский район;г. Краснокаменск ;;;453;3024544461 (директор, секретарь, бухгалтерия);sh6_kr@mail.ru;;4,07E+19;"Новосибирский филиал ""НОМОС-БАНКа"" (ОАО) г. Краснокаменск, Забайкальский край";;;;;;;;3913022840;1;466
235;МАОУ СОШ № 7 г. Краснокаменск;1,03E+12;7530008819;753001001;;;;;;674677;198;Краснокаменский район;г. Краснокаменск ;;;714;3024544596;sh7_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913013240;1;467
235;МАОУ СОШ № 8 г. Краснокаменск;1,03E+12;7530008826;753001001;;;;;;674677;198;Краснокаменский район;г. Краснокаменск ;;;817;3024544793;School8_88@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;0;1;468
235;МБОУ Среднеаргунская ООШ;1,11E+12;7530013110;753001001;;;;;;674698;198;Краснокаменский район;с. Среднеаргунск  ;;пер. Школьный ;10;3024555117;;;4,07E+19;ГРКЦ ГУ Банка России г.Чита;;;;;;;;20916Ч10930;1;459
235;МАОУ Целиннинская СОШ;1,03E+12;7530009001;753001001;;;;;;674697;198;Краснокаменский район;п. Целинный ;;ул. Центральная ;18;3024557390, 57399;cln_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010960;1;458
235;МБОУ Юбилейнинская СОШ;1,03E+12;7530008953;753001001;;;;;;674695;198;Краснокаменский район;п. Юбилейный ;;ул. Советская ;1;3024551337;ubl_kr@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010960;1;457
235;МБОУ Кайластуйская СОШ;1,03E+12;7530008946;753001001;;;;;;674683;198;Краснокаменский район;с. Кайластуй ;;ул. Куйбышева ;10;3024551132;Kls_kr@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;20916Ч10870;1;684
236;МОУ Архангельская основная общеобразовательная школа;1,03E+12;7509001610;750901001;;;;;;673050;199;Красночикойский район;с. Архангельское ;;ул. Колхозная ;25;3024538-1-28;arch08@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001130;1;99
236;МОУ Большереченская СОШ;1,03E+12;7509001232;750901001;;;;;;673053;199;Красночикойский район;с. Большая Речка ;;ул. Советская ;11а;3023029141, 29114;b-rechka@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001080;1;103
